"Gemeinde_de","Text_de","Gemeinde_fr","Text_fr","Gemeinde_it","Text_it"
"Zetzwil AG","In Zetzwil hat die Umweltverantwortungsinitiative keine Mehrheit gefunden. Auf 84,4 Prozent der abgegebenen Stimmzettel stand ein Nein. Zetzwil hat damit gleich wie der Kanton Aargau Nein gesagt zu dieser Vorlage.","Zetzwil (AG)","Les habitants de Zetzwil rejettent l'initiative sur la responsabilité environnementale à 84,4 pour cent. Zetzwil a rejeté le texte des Jeunes Vert-e-s, tout comme son canton.","Zetzwil (AG)","I cittadini di Zetzwil hanno respinto l'iniziativa per la resposanbilità ambientale con il 84,4 per cento di voti contrari. Zetzwil ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Eiken AG","In Eiken hat die Umweltverantwortungsinitiative keine Mehrheit gefunden. Auf 79,3 Prozent der abgegebenen Stimmzettel stand ein Nein. Eiken hat damit gleich wie der Kanton Aargau Nein gesagt zu dieser Vorlage.","Eiken (AG)","Les habitants d'Eiken rejettent l'initiative sur la responsabilité environnementale à 79,3 pour cent. Eiken a rejeté le texte des Jeunes Vert-e-s, tout comme son canton.","Eiken (AG)","I cittadini di Eiken hanno respinto l'iniziativa per la resposanbilità ambientale con il 79,3 per cento di voti contrari. Eiken ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Frick AG","Nein zur Umweltverantwortungsinitiative in Frick: Mit 906 Nein- zu 239 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren abgelehnt. Das sind 79,1 Prozent. Frick hat damit gleich wie der Kanton Aargau Nein gesagt zu dieser Vorlage.","Frick (AG)","L'initiative sur la responsabilité environnementale échoue à Frick avec 79,1 pour cent des suffrages. Frick a rejeté le texte des Jeunes Vert-e-s, tout comme son canton.","Frick (AG)","Gli elettori di Frick si sono mostrati scettici nei confronti del potenziamento delle strade nazionali, che è stata respinta con il 79,1 per cento di voti contrari. Frick ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Gansingen AG","74,9 Prozent der Stimmbürgerinnen und Stimmbürger von Gansingen sagen Nein zur Umweltverantwortungsinitiative. Gansingen hat damit gleich wie der Kanton Aargau Nein gesagt zu dieser Vorlage.","Gansingen (AG)","Les habitants de Gansingen s'opposent à l'initiative sur la responsabilité environnementale avec 74,9 pour cent de non. Gansingen a rejeté le texte des Jeunes Vert-e-s, tout comme son canton.","Gansingen (AG)","Gli abitanti di Gansingen hanno respinto l'iniziativa per la resposanbilità ambientale con il 74,9 per cento di ""no"". Gansingen ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Gipf-Oberfrick AG","72,9 Prozent der Stimmbürgerinnen und Stimmbürger von Gipf-Oberfrick sagen Nein zur Umweltverantwortungsinitiative. Gipf-Oberfrick hat damit gleich wie der Kanton Aargau Nein gesagt zu dieser Vorlage.","Gipf-Oberfrick (AG)","Les habitants de Gipf-Oberfrick s'opposent à l'initiative sur la responsabilité environnementale avec 72,9 pour cent de non. Gipf-Oberfrick a rejeté le texte des Jeunes Vert-e-s, tout comme son canton.","Gipf-Oberfrick (AG)","Gli abitanti di Gipf-Oberfrick hanno respinto l'iniziativa per la resposanbilità ambientale con il 72,9 per cento di ""no"". Gipf-Oberfrick ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Kaisten AG","Kaisten hat die Umweltverantwortungsinitiative mit 76,6 Prozent abgelehnt. Kaisten hat damit gleich wie der Kanton Aargau Nein gesagt zu dieser Vorlage.","Kaisten (AG)","L'initiative sur la responsabilité environnementale ne passe pas la rampe à Kaisten avec 76,6 pour cent de non. Kaisten a rejeté le texte des Jeunes Vert-e-s, tout comme son canton.","Kaisten (AG)","L'iniziativa per la resposanbilità ambientale è stata respinta a Kaisten, dove ha riscosso il 76,6 per cento di ""no"". Kaisten ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Laufenburg AG","Nein zur Umweltverantwortungsinitiative in Laufenburg: Die Gemeinde hat die Vorlage mit 77 Prozent abgelehnt. Laufenburg hat damit gleich wie der Kanton Aargau Nein gesagt zu dieser Vorlage.","Laufenburg (AG)","À Laufenburg, les habitants disent non à 77 pour cent à l'initiative sur la responsabilité environnementale. Laufenburg a rejeté le texte des Jeunes Vert-e-s, tout comme son canton.","Laufenburg (AG)","Nel comune di Laufenburg, i cittadini hanno respinto l'iniziativa per la resposanbilità ambientale con il 77 per cento di voti contrari. Laufenburg ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Münchwilen AG","In Münchwilen AG hat die Umweltverantwortungsinitiative keine Mehrheit gefunden. Auf 88 Prozent der abgegebenen Stimmzettel stand ein Nein. Münchwilen AG hat damit gleich wie der Kanton Aargau Nein gesagt zu dieser Vorlage.","Münchwilen (AG)","Les habitants de Münchwilen (AG) rejettent l'initiative sur la responsabilité environnementale à 88 pour cent. Münchwilen (AG) a rejeté le texte des Jeunes Vert-e-s, tout comme son canton.","Münchwilen (AG)","I cittadini di Münchwilen AG hanno respinto l'iniziativa per la resposanbilità ambientale con il 88 per cento di voti contrari. Münchwilen AG ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Oberhof AG","Oberhof hat die Umweltverantwortungsinitiative mit 73 Prozent abgelehnt. Oberhof hat damit gleich wie der Kanton Aargau Nein gesagt zu dieser Vorlage.","Oberhof (AG)","L'initiative sur la responsabilité environnementale ne passe pas la rampe à Oberhof avec 73 pour cent de non. Oberhof a rejeté le texte des Jeunes Vert-e-s, tout comme son canton.","Oberhof (AG)","L'iniziativa per la resposanbilità ambientale è stata respinta a Oberhof, dove ha riscosso il 73 per cento di ""no"". Oberhof ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Oeschgen AG","Nein zur Umweltverantwortungsinitiative in Oeschgen: Die Gemeinde hat die Vorlage mit 83,5 Prozent abgelehnt. Oeschgen hat damit gleich wie der Kanton Aargau Nein gesagt zu dieser Vorlage.","Oeschgen (AG)","À Oeschgen, les habitants disent non à 83,5 pour cent à l'initiative sur la responsabilité environnementale. Oeschgen a rejeté le texte des Jeunes Vert-e-s, tout comme son canton.","Oeschgen (AG)","Nel comune di Oeschgen, i cittadini hanno respinto l'iniziativa per la resposanbilità ambientale con il 83,5 per cento di voti contrari. Oeschgen ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Schwaderloch AG","In Schwaderloch hat die Umweltverantwortungsinitiative keine Mehrheit gefunden. Auf 85,3 Prozent der abgegebenen Stimmzettel stand ein Nein. Schwaderloch hat damit gleich wie der Kanton Aargau Nein gesagt zu dieser Vorlage.","Schwaderloch (AG)","Les habitants de Schwaderloch rejettent l'initiative sur la responsabilité environnementale à 85,3 pour cent. Schwaderloch a rejeté le texte des Jeunes Vert-e-s, tout comme son canton.","Schwaderloch (AG)","I cittadini di Schwaderloch hanno respinto l'iniziativa per la resposanbilità ambientale con il 85,3 per cento di voti contrari. Schwaderloch ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Sisseln AG","79,9 Prozent der Stimmbürgerinnen und Stimmbürger von Sisseln sagen Nein zur Umweltverantwortungsinitiative. Sisseln hat damit gleich wie der Kanton Aargau Nein gesagt zu dieser Vorlage.","Sisseln (AG)","Les habitants de Sisseln s'opposent à l'initiative sur la responsabilité environnementale avec 79,9 pour cent de non. Sisseln a rejeté le texte des Jeunes Vert-e-s, tout comme son canton.","Sisseln (AG)","Gli abitanti di Sisseln hanno respinto l'iniziativa per la resposanbilità ambientale con il 79,9 per cento di ""no"". Sisseln ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Wittnau AG","In Wittnau hat die Umweltverantwortungsinitiative keine Mehrheit gefunden. Auf 82 Prozent der abgegebenen Stimmzettel stand ein Nein. Wittnau hat damit gleich wie der Kanton Aargau Nein gesagt zu dieser Vorlage.","Wittnau (AG)","Les habitants de Wittnau rejettent l'initiative sur la responsabilité environnementale à 82 pour cent. Wittnau a rejeté le texte des Jeunes Vert-e-s, tout comme son canton.","Wittnau (AG)","I cittadini di Wittnau hanno respinto l'iniziativa per la resposanbilità ambientale con il 82 per cento di voti contrari. Wittnau ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Wölflinswil AG","79,9 Prozent der Stimmbürgerinnen und Stimmbürger von Wölflinswil sagen Nein zur Umweltverantwortungsinitiative. Wölflinswil hat damit gleich wie der Kanton Aargau Nein gesagt zu dieser Vorlage.","Wölflinswil (AG)","Les habitants de Wölflinswil s'opposent à l'initiative sur la responsabilité environnementale avec 79,9 pour cent de non. Wölflinswil a rejeté le texte des Jeunes Vert-e-s, tout comme son canton.","Wölflinswil (AG)","Gli abitanti di Wölflinswil hanno respinto l'iniziativa per la resposanbilità ambientale con il 79,9 per cento di ""no"". Wölflinswil ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Zeihen AG","Nein zur Umweltverantwortungsinitiative in Zeihen: Die Gemeinde hat die Vorlage mit 76,3 Prozent abgelehnt. Zeihen hat damit gleich wie der Kanton Aargau Nein gesagt zu dieser Vorlage.","Zeihen (AG)","À Zeihen, les habitants disent non à 76,3 pour cent à l'initiative sur la responsabilité environnementale. Zeihen a rejeté le texte des Jeunes Vert-e-s, tout comme son canton.","Zeihen (AG)","Nel comune di Zeihen, i cittadini hanno respinto l'iniziativa per la resposanbilità ambientale con il 76,3 per cento di voti contrari. Zeihen ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Mettauertal AG","80,7 Prozent der Stimmbürgerinnen und Stimmbürger von Mettauertal sagen Nein zur Umweltverantwortungsinitiative. Mettauertal hat damit gleich wie der Kanton Aargau Nein gesagt zu dieser Vorlage.","Mettauertal (AG)","Les habitants de Mettauertal s'opposent à l'initiative sur la responsabilité environnementale avec 80,7 pour cent de non. Mettauertal a rejeté le texte des Jeunes Vert-e-s, tout comme son canton.","Mettauertal (AG)","Gli abitanti di Mettauertal hanno respinto l'iniziativa per la resposanbilità ambientale con il 80,7 per cento di ""no"". Mettauertal ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Böztal AG","81,8 Prozent der Stimmbürgerinnen und Stimmbürger von Böztal sagen Nein zur Umweltverantwortungsinitiative. Böztal hat damit gleich wie der Kanton Aargau Nein gesagt zu dieser Vorlage.","Böztal (AG)","Les habitants de Böztal s'opposent à l'initiative sur la responsabilité environnementale avec 81,8 pour cent de non. Böztal a rejeté le texte des Jeunes Vert-e-s, tout comme son canton.","Böztal (AG)","Gli abitanti di Böztal hanno respinto l'iniziativa per la resposanbilità ambientale con il 81,8 per cento di ""no"". Böztal ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Herznach-Ueken AG","Nein zur Umweltverantwortungsinitiative in Herznach-Ueken: Die Gemeinde hat die Vorlage mit 79 Prozent abgelehnt. Herznach-Ueken hat damit gleich wie der Kanton Aargau Nein gesagt zu dieser Vorlage.","Herznach-Ueken (AG)","À Herznach-Ueken, les habitants disent non à 79 pour cent à l'initiative sur la responsabilité environnementale. Herznach-Ueken a rejeté le texte des Jeunes Vert-e-s, tout comme son canton.","Herznach-Ueken (AG)","Nel comune di Herznach-Ueken, i cittadini hanno respinto l'iniziativa per la resposanbilità ambientale con il 79 per cento di voti contrari. Herznach-Ueken ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Ammerswil AG","Ammerswil hat die Umweltverantwortungsinitiative mit 77,5 Prozent abgelehnt. Ammerswil hat damit gleich wie der Kanton Aargau Nein gesagt zu dieser Vorlage.","Ammerswil (AG)","L'initiative sur la responsabilité environnementale ne passe pas la rampe à Ammerswil avec 77,5 pour cent de non. Ammerswil a rejeté le texte des Jeunes Vert-e-s, tout comme son canton.","Ammerswil (AG)","L'iniziativa per la resposanbilità ambientale è stata respinta a Ammerswil, dove ha riscosso il 77,5 per cento di ""no"". Ammerswil ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Boniswil AG","In Boniswil hat die Stimmbevölkerung die Umweltverantwortungsinitiative abgelehnt. Das Volksbegehren wurde mit einem Nein-Stimmen-Anteil von 76,2 Prozent verworfen. Boniswil hat damit gleich wie der Kanton Aargau Nein gesagt zu dieser Vorlage.","Boniswil (AG)","À Boniswil, les habitants sont défavorables à l'initiative sur la responsabilité environnementale avec 76,2 pour cent des voix. Boniswil a rejeté le texte des Jeunes Vert-e-s, tout comme son canton.","Boniswil (AG)","A Boniswil gli abitanti si sono opposti al potenziamento delle strade nazionali con il 76,2 per cento di voti a sfavore. Boniswil ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Brunegg AG","In Brunegg hat die Umweltverantwortungsinitiative keine Mehrheit gefunden. Auf 90 Prozent der abgegebenen Stimmzettel stand ein Nein. Brunegg hat damit gleich wie der Kanton Aargau Nein gesagt zu dieser Vorlage.","Brunegg (AG)","Les habitants de Brunegg rejettent l'initiative sur la responsabilité environnementale à 90 pour cent. Brunegg a rejeté le texte des Jeunes Vert-e-s, tout comme son canton.","Brunegg (AG)","I cittadini di Brunegg hanno respinto l'iniziativa per la resposanbilità ambientale con il 90 per cento di voti contrari. Brunegg ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Dintikon AG","Nein zur Umweltverantwortungsinitiative in Dintikon: Die Gemeinde hat die Vorlage mit 81,1 Prozent abgelehnt. Dintikon hat damit gleich wie der Kanton Aargau Nein gesagt zu dieser Vorlage.","Dintikon (AG)","À Dintikon, les habitants disent non à 81,1 pour cent à l'initiative sur la responsabilité environnementale. Dintikon a rejeté le texte des Jeunes Vert-e-s, tout comme son canton.","Dintikon (AG)","Nel comune di Dintikon, i cittadini hanno respinto l'iniziativa per la resposanbilità ambientale con il 81,1 per cento di voti contrari. Dintikon ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Egliswil AG","In Egliswil hat die Umweltverantwortungsinitiative keine Mehrheit gefunden. Auf 77,1 Prozent der abgegebenen Stimmzettel stand ein Nein. Egliswil hat damit gleich wie der Kanton Aargau Nein gesagt zu dieser Vorlage.","Egliswil (AG)","Les habitants d'Egliswil rejettent l'initiative sur la responsabilité environnementale à 77,1 pour cent. Egliswil a rejeté le texte des Jeunes Vert-e-s, tout comme son canton.","Egliswil (AG)","I cittadini di Egliswil hanno respinto l'iniziativa per la resposanbilità ambientale con il 77,1 per cento di voti contrari. Egliswil ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Fahrwangen AG","In Fahrwangen hat die Stimmbevölkerung die Umweltverantwortungsinitiative abgelehnt. Das Volksbegehren wurde mit einem Nein-Stimmen-Anteil von 80,2 Prozent verworfen. Fahrwangen hat damit gleich wie der Kanton Aargau Nein gesagt zu dieser Vorlage.","Fahrwangen (AG)","À Fahrwangen, les habitants sont défavorables à l'initiative sur la responsabilité environnementale avec 80,2 pour cent des voix. Fahrwangen a rejeté le texte des Jeunes Vert-e-s, tout comme son canton.","Fahrwangen (AG)","A Fahrwangen gli abitanti si sono opposti al potenziamento delle strade nazionali con il 80,2 per cento di voti a sfavore. Fahrwangen ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Hallwil AG","Keine Mehrheit für die Umweltverantwortungsinitiative in Hallwil: Mit 165 Nein-Stimmen zu 45 Ja-Stimmen oder 78,6 Prozent hat die Gemeinde das Volksbegehren verworfen. Hallwil hat damit gleich wie der Kanton Aargau Nein gesagt zu dieser Vorlage.","Hallwil (AG)","C'est non à 78,6 pour cent à l'initiative sur la responsabilité environnementale à Hallwil. Hallwil a rejeté le texte des Jeunes Vert-e-s, tout comme son canton.","Hallwil (AG)","Il 78,6 per cento degli elettori di Hallwil ha respinto l'iniziativa per la resposanbilità ambientale. Hallwil ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Hendschiken AG","Hendschiken hat die Umweltverantwortungsinitiative mit 79,2 Prozent abgelehnt. Hendschiken hat damit gleich wie der Kanton Aargau Nein gesagt zu dieser Vorlage.","Hendschiken (AG)","L'initiative sur la responsabilité environnementale ne passe pas la rampe à Hendschiken avec 79,2 pour cent de non. Hendschiken a rejeté le texte des Jeunes Vert-e-s, tout comme son canton.","Hendschiken (AG)","L'iniziativa per la resposanbilità ambientale è stata respinta a Hendschiken, dove ha riscosso il 79,2 per cento di ""no"". Hendschiken ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Holderbank AG","85,9 Prozent der Stimmbürgerinnen und Stimmbürger von Holderbank AG sagen Nein zur Umweltverantwortungsinitiative. Holderbank AG hat damit gleich wie der Kanton Aargau Nein gesagt zu dieser Vorlage.","Holderbank (AG)","Les habitants de Holderbank (AG) s'opposent à l'initiative sur la responsabilité environnementale avec 85,9 pour cent de non. Holderbank (AG) a rejeté le texte des Jeunes Vert-e-s, tout comme son canton.","Holderbank (AG)","Gli abitanti di Holderbank AG hanno respinto l'iniziativa per la resposanbilità ambientale con il 85,9 per cento di ""no"". Holderbank AG ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Hunzenschwil AG","Nein zur Umweltverantwortungsinitiative in Hunzenschwil: Die Gemeinde hat die Vorlage mit 80,7 Prozent abgelehnt. Hunzenschwil hat damit gleich wie der Kanton Aargau Nein gesagt zu dieser Vorlage.","Hunzenschwil (AG)","À Hunzenschwil, les habitants disent non à 80,7 pour cent à l'initiative sur la responsabilité environnementale. Hunzenschwil a rejeté le texte des Jeunes Vert-e-s, tout comme son canton.","Hunzenschwil (AG)","Nel comune di Hunzenschwil, i cittadini hanno respinto l'iniziativa per la resposanbilità ambientale con il 80,7 per cento di voti contrari. Hunzenschwil ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Lenzburg AG","In Lenzburg hat die Umweltverantwortungsinitiative keine Mehrheit gefunden. Auf 64,2 Prozent der abgegebenen Stimmzettel stand ein Nein. Lenzburg hat damit gleich wie der Kanton Aargau Nein gesagt zu dieser Vorlage.","Lenzburg (AG)","Les habitants de Lenzburg rejettent l'initiative sur la responsabilité environnementale à 64,2 pour cent. Lenzburg a rejeté le texte des Jeunes Vert-e-s, tout comme son canton.","Lenzburg (AG)","I cittadini di Lenzburg hanno respinto l'iniziativa per la resposanbilità ambientale con il 64,2 per cento di voti contrari. Lenzburg ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Meisterschwanden AG","In Meisterschwanden hat die Umweltverantwortungsinitiative keine Mehrheit gefunden. Auf 83,1 Prozent der abgegebenen Stimmzettel stand ein Nein. Meisterschwanden hat damit gleich wie der Kanton Aargau Nein gesagt zu dieser Vorlage.","Meisterschwanden (AG)","Les habitants de Meisterschwanden rejettent l'initiative sur la responsabilité environnementale à 83,1 pour cent. Meisterschwanden a rejeté le texte des Jeunes Vert-e-s, tout comme son canton.","Meisterschwanden (AG)","I cittadini di Meisterschwanden hanno respinto l'iniziativa per la resposanbilità ambientale con il 83,1 per cento di voti contrari. Meisterschwanden ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Möriken-Wildegg AG","In Möriken-Wildegg hat die Stimmbevölkerung die Umweltverantwortungsinitiative abgelehnt. Das Volksbegehren wurde mit einem Nein-Stimmen-Anteil von 78,8 Prozent verworfen. Möriken-Wildegg hat damit gleich wie der Kanton Aargau Nein gesagt zu dieser Vorlage.","Möriken-Wildegg (AG)","À Möriken-Wildegg, les habitants sont défavorables à l'initiative sur la responsabilité environnementale avec 78,8 pour cent des voix. Möriken-Wildegg a rejeté le texte des Jeunes Vert-e-s, tout comme son canton.","Möriken-Wildegg (AG)","A Möriken-Wildegg gli abitanti si sono opposti al potenziamento delle strade nazionali con il 78,8 per cento di voti a sfavore. Möriken-Wildegg ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Niederlenz AG","Keine Mehrheit für die Umweltverantwortungsinitiative in Niederlenz: Mit 643 Nein-Stimmen zu 235 Ja-Stimmen oder 73,2 Prozent hat die Gemeinde das Volksbegehren verworfen. Niederlenz hat damit gleich wie der Kanton Aargau Nein gesagt zu dieser Vorlage.","Niederlenz (AG)","C'est non à 73,2 pour cent à l'initiative sur la responsabilité environnementale à Niederlenz. Niederlenz a rejeté le texte des Jeunes Vert-e-s, tout comme son canton.","Niederlenz (AG)","Il 73,2 per cento degli elettori di Niederlenz ha respinto l'iniziativa per la resposanbilità ambientale. Niederlenz ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Othmarsingen AG","Nein zur Umweltverantwortungsinitiative in Othmarsingen: Mit 386 Nein- zu 110 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren abgelehnt. Das sind 77,8 Prozent. Othmarsingen hat damit gleich wie der Kanton Aargau Nein gesagt zu dieser Vorlage.","Othmarsingen (AG)","L'initiative sur la responsabilité environnementale échoue à Othmarsingen avec 77,8 pour cent des suffrages. Othmarsingen a rejeté le texte des Jeunes Vert-e-s, tout comme son canton.","Othmarsingen (AG)","Gli elettori di Othmarsingen si sono mostrati scettici nei confronti del potenziamento delle strade nazionali, che è stata respinta con il 77,8 per cento di voti contrari. Othmarsingen ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Rupperswil AG","In Rupperswil hat die Umweltverantwortungsinitiative keine Mehrheit gefunden. Auf 81,2 Prozent der abgegebenen Stimmzettel stand ein Nein. Rupperswil hat damit gleich wie der Kanton Aargau Nein gesagt zu dieser Vorlage.","Rupperswil (AG)","Les habitants de Rupperswil rejettent l'initiative sur la responsabilité environnementale à 81,2 pour cent. Rupperswil a rejeté le texte des Jeunes Vert-e-s, tout comme son canton.","Rupperswil (AG)","I cittadini di Rupperswil hanno respinto l'iniziativa per la resposanbilità ambientale con il 81,2 per cento di voti contrari. Rupperswil ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Schafisheim AG","Schafisheim hat die Umweltverantwortungsinitiative mit 75,6 Prozent abgelehnt. Schafisheim hat damit gleich wie der Kanton Aargau Nein gesagt zu dieser Vorlage.","Schafisheim (AG)","L'initiative sur la responsabilité environnementale ne passe pas la rampe à Schafisheim avec 75,6 pour cent de non. Schafisheim a rejeté le texte des Jeunes Vert-e-s, tout comme son canton.","Schafisheim (AG)","L'iniziativa per la resposanbilità ambientale è stata respinta a Schafisheim, dove ha riscosso il 75,6 per cento di ""no"". Schafisheim ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Seengen AG","In Seengen hat die Umweltverantwortungsinitiative keine Mehrheit gefunden. Auf 80,6 Prozent der abgegebenen Stimmzettel stand ein Nein. Seengen hat damit gleich wie der Kanton Aargau Nein gesagt zu dieser Vorlage.","Seengen (AG)","Les habitants de Seengen rejettent l'initiative sur la responsabilité environnementale à 80,6 pour cent. Seengen a rejeté le texte des Jeunes Vert-e-s, tout comme son canton.","Seengen (AG)","I cittadini di Seengen hanno respinto l'iniziativa per la resposanbilità ambientale con il 80,6 per cento di voti contrari. Seengen ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Seon AG","Keine Mehrheit für die Umweltverantwortungsinitiative in Seon: Mit 865 Nein-Stimmen zu 244 Ja-Stimmen oder 78 Prozent hat die Gemeinde das Volksbegehren verworfen. Seon hat damit gleich wie der Kanton Aargau Nein gesagt zu dieser Vorlage.","Seon (AG)","C'est non à 78 pour cent à l'initiative sur la responsabilité environnementale à Seon. Seon a rejeté le texte des Jeunes Vert-e-s, tout comme son canton.","Seon (AG)","Il 78 per cento degli elettori di Seon ha respinto l'iniziativa per la resposanbilità ambientale. Seon ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Staufen AG","Staufen hat die Umweltverantwortungsinitiative mit 72,9 Prozent abgelehnt. Staufen hat damit gleich wie der Kanton Aargau Nein gesagt zu dieser Vorlage.","Staufen (AG)","L'initiative sur la responsabilité environnementale ne passe pas la rampe à Staufen avec 72,9 pour cent de non. Staufen a rejeté le texte des Jeunes Vert-e-s, tout comme son canton.","Staufen (AG)","L'iniziativa per la resposanbilità ambientale è stata respinta a Staufen, dove ha riscosso il 72,9 per cento di ""no"". Staufen ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Abtwil AG","Keine Mehrheit für die Umweltverantwortungsinitiative in Abtwil: Mit 225 Nein-Stimmen zu 24 Ja-Stimmen oder 90,4 Prozent hat die Gemeinde das Volksbegehren verworfen. Abtwil hat damit gleich wie der Kanton Aargau Nein gesagt zu dieser Vorlage.","Abtwil (AG)","C'est non à 90,4 pour cent à l'initiative sur la responsabilité environnementale à Abtwil. Abtwil a rejeté le texte des Jeunes Vert-e-s, tout comme son canton.","Abtwil (AG)","Il 90,4 per cento degli elettori di Abtwil ha respinto l'iniziativa per la resposanbilità ambientale. Abtwil ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Aristau AG","80 Prozent der Stimmbürgerinnen und Stimmbürger von Aristau sagen Nein zur Umweltverantwortungsinitiative. Aristau hat damit gleich wie der Kanton Aargau Nein gesagt zu dieser Vorlage.","Aristau (AG)","Les habitants d'Aristau s'opposent à l'initiative sur la responsabilité environnementale avec 80 pour cent de non. Aristau a rejeté le texte des Jeunes Vert-e-s, tout comme son canton.","Aristau (AG)","Gli abitanti di Aristau hanno respinto l'iniziativa per la resposanbilità ambientale con il 80 per cento di ""no"". Aristau ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Auw AG","In Auw hat die Umweltverantwortungsinitiative keine Mehrheit gefunden. Auf 82,9 Prozent der abgegebenen Stimmzettel stand ein Nein. Auw hat damit gleich wie der Kanton Aargau Nein gesagt zu dieser Vorlage.","Auw (AG)","Les habitants d'Auw rejettent l'initiative sur la responsabilité environnementale à 82,9 pour cent. Auw a rejeté le texte des Jeunes Vert-e-s, tout comme son canton.","Auw (AG)","I cittadini di Auw hanno respinto l'iniziativa per la resposanbilità ambientale con il 82,9 per cento di voti contrari. Auw ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Beinwil (Freiamt) AG","Beinwil (Freiamt) hat die Umweltverantwortungsinitiative mit 89,6 Prozent abgelehnt. Beinwil (Freiamt) hat damit gleich wie der Kanton Aargau Nein gesagt zu dieser Vorlage.","Beinwil (Freiamt) (AG)","L'initiative sur la responsabilité environnementale ne passe pas la rampe à Beinwil (Freiamt) avec 89,6 pour cent de non. Beinwil (Freiamt) a rejeté le texte des Jeunes Vert-e-s, tout comme son canton.","Beinwil (Freiamt) (AG)","L'iniziativa per la resposanbilità ambientale è stata respinta a Beinwil (Freiamt), dove ha riscosso il 89,6 per cento di ""no"". Beinwil (Freiamt) ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Besenbüren AG","79 Prozent der Stimmbürgerinnen und Stimmbürger von Besenbüren sagen Nein zur Umweltverantwortungsinitiative. Besenbüren hat damit gleich wie der Kanton Aargau Nein gesagt zu dieser Vorlage.","Besenbüren (AG)","Les habitants de Besenbüren s'opposent à l'initiative sur la responsabilité environnementale avec 79 pour cent de non. Besenbüren a rejeté le texte des Jeunes Vert-e-s, tout comme son canton.","Besenbüren (AG)","Gli abitanti di Besenbüren hanno respinto l'iniziativa per la resposanbilità ambientale con il 79 per cento di ""no"". Besenbüren ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Bettwil AG","Keine Mehrheit für die Umweltverantwortungsinitiative in Bettwil: Mit 168 Nein-Stimmen zu 30 Ja-Stimmen oder 84,8 Prozent hat die Gemeinde das Volksbegehren verworfen. Bettwil hat damit gleich wie der Kanton Aargau Nein gesagt zu dieser Vorlage.","Bettwil (AG)","C'est non à 84,8 pour cent à l'initiative sur la responsabilité environnementale à Bettwil. Bettwil a rejeté le texte des Jeunes Vert-e-s, tout comme son canton.","Bettwil (AG)","Il 84,8 per cento degli elettori di Bettwil ha respinto l'iniziativa per la resposanbilità ambientale. Bettwil ha respinto il testo, risultato che si è confermato anche a livello cantonale."
